t,mean_H2O,mean_CO2,mean_O2,mean_SUGAR,mean_ATP,mean_PROTEIN,mean_MITOGEN
371,0.982823,0.982433,0.982749,0.969641,1.900923,0.016005,0.028355
372,0.982824,0.982435,0.982748,0.969651,1.900823,0.016023,0.028327
373,0.982825,0.982436,0.982747,0.969656,1.900723,0.016047,0.028298
374,0.982827,0.982437,0.982745,0.969665,1.900623,0.016066,0.02827
375,0.982828,0.982438,0.982744,0.96968,1.900522,0.016079,0.028242
376,0.982829,0.982439,0.982743,0.969694,1.900422,0.016093,0.028213
377,0.98283,0.98244,0.982742,0.969709,1.900322,0.016107,0.028185
378,0.982831,0.982441,0.982741,0.969723,1.900222,0.016121,0.028156
379,0.982832,0.982443,0.98274,0.969732,1.900122,0.016139,0.028128
380,0.982833,0.982444,0.982739,0.969747,1.900021,0.016153,0.0281
381,0.982835,0.982445,0.982737,0.969761,1.899921,0.016167,0.028072
382,0.982836,0.982446,0.982736,0.969771,1.899821,0.016185,0.028043
383,0.982837,0.982448,0.982734,0.969775,1.899728,0.016209,0.028015
384,0.982839,0.98245,0.982733,0.969779,1.899636,0.016233,0.027987
385,0.982842,0.982452,0.98273,0.969787,1.899551,0.016251,0.02796
386,0.982844,0.982454,0.982728,0.969786,1.899466,0.01628,0.027932
387,0.982846,0.982456,0.982726,0.969795,1.899381,0.016299,0.027904
388,0.982848,0.982459,0.982724,0.969803,1.899296,0.016317,0.027877
389,0.982851,0.982461,0.982721,0.969812,1.899211,0.016336,0.027849
390,0.982853,0.982463,0.982719,0.96982,1.899126,0.016355,0.027822
391,0.982855,0.982466,0.982717,0.969834,1.899041,0.016369,0.027794
392,0.982857,0.982468,0.982714,0.969847,1.898956,0.016382,0.027766
393,0.98286,0.98247,0.982712,0.969855,1.898871,0.016401,0.027739
394,0.982862,0.982472,0.98271,0.969873,1.898786,0.01641,0.027711
395,0.982864,0.982475,0.982708,0.969891,1.898701,0.016419,0.027684
396,0.982866,0.982477,0.982706,0.969905,1.898616,0.016433,0.027657
397,0.982869,0.982479,0.982703,0.969922,1.898531,0.016442,0.027629
398,0.982871,0.982481,0.982701,0.96994,1.898446,0.016451,0.027602
399,0.982873,0.982483,0.982699,0.969963,1.898361,0.016455,0.027574
400,0.982875,0.982486,0.982697,0.969986,1.898276,0.01646,0.027547
401,0.982878,0.982488,0.982694,0.970004,1.898191,0.016469,0.02752
402,0.98288,0.98249,0.982692,0.970022,1.898106,0.016478,0.027493
403,0.982882,0.982492,0.98269,0.97004,1.898021,0.016487,0.027465
404,0.982884,0.982495,0.982688,0.970052,1.897936,0.016501,0.027438
405,0.982886,0.982497,0.982685,0.97007,1.897851,0.01651,0.027411
406,0.982889,0.982499,0.982683,0.970083,1.897766,0.016524,0.027384
407,0.982891,0.982501,0.982681,0.970101,1.897682,0.016533,0.027357
408,0.982893,0.982503,0.982679,0.970114,1.897597,0.016546,0.027329
409,0.982895,0.982506,0.982677,0.970132,1.897512,0.016556,0.027302
410,0.982897,0.982508,0.982675,0.970145,1.897434,0.016569,0.027275
411,0.982899,0.982509,0.982673,0.970157,1.897357,0.016583,0.027248
412,0.982901,0.982511,0.982671,0.970175,1.89728,0.016593,0.027221
413,0.982903,0.982513,0.982669,0.970183,1.897203,0.016612,0.027194
414,0.982904,0.982515,0.982667,0.970196,1.897125,0.016626,0.027167
415,0.982906,0.982517,0.982666,0.970208,1.897048,0.01664,0.02714
416,0.982908,0.982519,0.982664,0.970221,1.896971,0.016654,0.027113
417,0.98291,0.98252,0.982662,0.970229,1.896894,0.016672,0.027086
418,0.982912,0.982522,0.98266,0.970242,1.896817,0.016686,0.027059
419,0.982914,0.982524,0.982658,0.970255,1.896739,0.0167,0.027032
420,0.982915,0.982526,0.982656,0.970267,1.896662,0.016714,0.027005
421,0.982917,0.982528,0.982655,0.97028,1.896585,0.016728,0.026978
422,0.982919,0.982529,0.982653,0.970293,1.896508,0.016742,0.026951
423,0.982921,0.982531,0.982651,0.97031,1.896431,0.016751,0.026924
424,0.982923,0.982533,0.982649,0.970327,1.896353,0.01676,0.026897
425,0.982924,0.982535,0.982647,0.970345,1.896276,0.01677,0.02687
426,0.982926,0.982537,0.982646,0.970357,1.896199,0.016784,0.026844
427,0.982928,0.982538,0.982644,0.97037,1.896122,0.016797,0.026817
428,0.98293,0.98254,0.982642,0.970382,1.896044,0.016811,0.02679
429,0.982932,0.982542,0.98264,0.970404,1.895967,0.016816,0.026763
430,0.982933,0.982544,0.982638,0.970426,1.89589,0.01682,0.026737
431,0.982936,0.982546,0.982636,0.970439,1.895821,0.016834,0.02671
432,0.982938,0.982548,0.982634,0.970456,1.895751,0.016843,0.026684
433,0.98294,0.98255,0.982632,0.970473,1.895681,0.016852,0.026658
434,0.982942,0.982553,0.98263,0.97049,1.895612,0.016861,0.026631
435,0.982944,0.982555,0.982627,0.970511,1.895542,0.016865,0.026605
436,0.982947,0.982557,0.982625,0.970533,1.895473,0.016869,0.026578
437,0.982949,0.982559,0.982623,0.970555,1.895403,0.016873,0.026552
438,0.982951,0.982561,0.982621,0.970577,1.895334,0.016878,0.026526
439,0.982953,0.982563,0.982619,0.970603,1.895264,0.016877,0.0265
440,0.982955,0.982566,0.982617,0.970625,1.895195,0.016881,0.026473
441,0.982957,0.982568,0.982615,0.970651,1.895125,0.016881,0.026447
442,0.982959,0.98257,0.982612,0.970673,1.895056,0.016885,0.026421
443,0.982962,0.982572,0.98261,0.970695,1.894986,0.016889,0.026395
444,0.982964,0.982574,0.982608,0.970716,1.894917,0.016893,0.026369
445,0.982966,0.982576,0.982606,0.970743,1.894847,0.016893,0.026342
446,0.982968,0.982578,0.982604,0.970769,1.894778,0.016892,0.026316
447,0.98297,0.98258,0.982602,0.970786,1.894709,0.016901,0.02629
448,0.982972,0.982583,0.9826,0.970798,1.894639,0.016915,0.026264
449,0.982974,0.982585,0.982598,0.970819,1.89457,0.016919,0.026238
450,0.982976,0.982587,0.982596,0.97084,1.8945,0.016923,0.026212
451,0.982978,0.982589,0.982593,0.970867,1.894431,0.016923,0.026186
452,0.982981,0.982591,0.982591,0.970888,1.894361,0.016927,0.02616
453,0.982983,0.982593,0.982589,0.970905,1.894292,0.016936,0.026134
454,0.982985,0.982595,0.982587,0.970916,1.894222,0.01695,0.026108
455,0.982987,0.982597,0.982585,0.970928,1.894153,0.016964,0.026082
456,0.982989,0.982599,0.982583,0.970939,1.894084,0.016978,0.026056
457,0.982991,0.982601,0.982581,0.970951,1.894014,0.016992,0.02603
458,0.982993,0.982603,0.982579,0.970963,1.893945,0.017006,0.026004
459,0.982995,0.982605,0.982577,0.970979,1.893875,0.017015,0.025979
460,0.982997,0.982607,0.982575,0.970995,1.893806,0.017025,0.025953
461,0.982999,0.982609,0.982573,0.971002,1.893737,0.017043,0.025927
462,0.983001,0.982611,0.982571,0.971009,1.893667,0.017062,0.025901
463,0.983003,0.982614,0.982569,0.97102,1.893598,0.017076,0.025875
464,0.983005,0.982616,0.982567,0.971032,1.893528,0.01709,0.02585
465,0.983007,0.982618,0.982565,0.971038,1.893459,0.017108,0.025824
466,0.983009,0.98262,0.982563,0.97105,1.89339,0.017122,0.025798
467,0.983011,0.982622,0.982561,0.971061,1.89332,0.017136,0.025773
468,0.983013,0.982624,0.982559,0.971077,1.893251,0.017146,0.025747
469,0.983015,0.982626,0.982557,0.971084,1.893182,0.017164,0.025721
470,0.983017,0.982628,0.982555,0.97109,1.893112,0.017183,0.025696
471,0.983019,0.98263,0.982553,0.971092,1.893043,0.017207,0.02567
472,0.983021,0.982632,0.982551,0.971098,1.892973,0.017225,0.025645
473,0.983023,0.982634,0.982549,0.971105,1.892904,0.017244,0.025619
474,0.983025,0.982636,0.982547,0.971116,1.892835,0.017258,0.025594
475,0.983027,0.982638,0.982545,0.971123,1.892765,0.017277,0.025568
476,0.983029,0.98264,0.982543,0.971129,1.892696,0.017295,0.025543
477,0.983031,0.982642,0.982541,0.971141,1.892627,0.017309,0.025517
478,0.983033,0.982644,0.982539,0.971157,1.892557,0.017318,0.025492
479,0.983035,0.982646,0.982537,0.971173,1.892488,0.017327,0.025466
480,0.983037,0.982648,0.982535,0.971193,1.892419,0.017331,0.025441
481,0.983039,0.98265,0.982533,0.971214,1.892349,0.017336,0.025416
482,0.983041,0.982652,0.982531,0.97123,1.89228,0.017345,0.02539
483,0.983043,0.982654,0.982529,0.971246,1.892211,0.017354,0.025365
484,0.983045,0.982656,0.982527,0.971267,1.892141,0.017358,0.02534
485,0.983047,0.982657,0.982525,0.971282,1.892072,0.017367,0.025315
486,0.983049,0.982659,0.982523,0.971294,1.892003,0.017381,0.025289
487,0.983051,0.982661,0.982521,0.971305,1.891933,0.017395,0.025264
488,0.983053,0.982663,0.982519,0.971311,1.891864,0.017413,0.025239
489,0.983055,0.982665,0.982517,0.971322,1.891795,0.017427,0.025214
490,0.983057,0.982667,0.982515,0.971338,1.891725,0.017436,0.025189
491,0.983059,0.982669,0.982513,0.971353,1.891656,0.017445,0.025163
492,0.983061,0.982671,0.982511,0.971369,1.891587,0.017455,0.025138
493,0.983063,0.982673,0.982509,0.971389,1.891518,0.017459,0.025113
494,0.983065,0.982675,0.982507,0.971405,1.891448,0.017468,0.025088
495,0.983067,0.982677,0.982505,0.971421,1.891379,0.017477,0.025063
496,0.983069,0.982679,0.982503,0.971436,1.89131,0.017486,0.025038
497,0.983071,0.982681,0.982501,0.971447,1.89124,0.0175,0.025013
498,0.983073,0.982683,0.982499,0.971458,1.891171,0.017514,0.024988
499,0.983075,0.982685,0.982497,0.971468,1.891102,0.017528,0.024963
500,0.983076,0.982687,0.982495,0.971479,1.891032,0.017542,0.024938
501,0.983078,0.982689,0.982493,0.971494,1.890963,0.017551,0.024914
502,0.98308,0.982691,0.982492,0.9715,1.890894,0.01757,0.024889
503,0.983082,0.982693,0.98249,0.971506,1.890825,0.017588,0.024864
504,0.983084,0.982695,0.982488,0.971507,1.890755,0.017612,0.024839
505,0.983086,0.982697,0.982486,0.971513,1.890686,0.017631,0.024814
506,0.983088,0.982698,0.982484,0.971523,1.890617,0.017645,0.02479
507,0.98309,0.9827,0.982482,0.971534,1.890547,0.017659,0.024765
508,0.983092,0.982702,0.98248,0.971554,1.890478,0.017663,0.02474
509,0.983094,0.982704,0.982478,0.971574,1.890409,0.017667,0.024715
510,0.983096,0.982706,0.982476,0.971594,1.89034,0.017671,0.024691
511,0.983098,0.982708,0.982474,0.971609,1.89027,0.01768,0.024666
512,0.9831,0.98271,0.982472,0.971624,1.890201,0.01769,0.024641
513,0.983102,0.982712,0.98247,0.97164,1.890132,0.017699,0.024617
514,0.983104,0.982714,0.982468,0.97165,1.890062,0.017713,0.024592
515,0.983105,0.982716,0.982466,0.97166,1.889993,0.017726,0.024568
516,0.983107,0.982718,0.982465,0.971675,1.889924,0.017736,0.024543
517,0.983109,0.98272,0.982463,0.971691,1.889855,0.017745,0.024519
518,0.983111,0.982722,0.982461,0.971706,1.889785,0.017754,0.024494
519,0.983113,0.982723,0.982459,0.971721,1.889716,0.017763,0.02447
520,0.983115,0.982725,0.982457,0.971736,1.889647,0.017772,0.024445
521,0.983117,0.982727,0.982455,0.971751,1.889578,0.017781,0.024421
522,0.983119,0.982729,0.982453,0.971761,1.889508,0.017795,0.024396
523,0.983121,0.982731,0.982451,0.971771,1.889439,0.017809,0.024372
524,0.983123,0.982733,0.982449,0.971781,1.88937,0.017823,0.024348
525,0.983125,0.982735,0.982447,0.971791,1.889301,0.017836,0.024323
526,0.983127,0.982737,0.982445,0.971806,1.889231,0.017845,0.024299
527,0.983128,0.982739,0.982443,0.971821,1.889162,0.017855,0.024275
528,0.98313,0.982741,0.982442,0.971836,1.889093,0.017864,0.024251
529,0.983132,0.982743,0.98244,0.971851,1.889024,0.017873,0.024226
530,0.983134,0.982745,0.982438,0.971866,1.888954,0.017882,0.024202
531,0.983136,0.982746,0.982436,0.97188,1.888885,0.017891,0.024178
532,0.983138,0.982748,0.982434,0.971895,1.888816,0.0179,0.024154
533,0.98314,0.98275,0.982432,0.97191,1.888746,0.017909,0.02413
534,0.983142,0.982752,0.98243,0.971925,1.888677,0.017918,0.024106
535,0.983144,0.982754,0.982428,0.971944,1.888608,0.017922,0.024081
536,0.983146,0.982756,0.982426,0.971964,1.888539,0.017927,0.024057
537,0.983147,0.982758,0.982424,0.971983,1.888469,0.017931,0.024033
538,0.983149,0.98276,0.982423,0.971998,1.8884,0.01794,0.024009
539,0.983151,0.982762,0.982421,0.972013,1.888331,0.017949,0.023985
540,0.983153,0.982764,0.982419,0.972027,1.888262,0.017958,0.023961
541,0.983155,0.982765,0.982417,0.972042,1.888192,0.017967,0.023937
542,0.983157,0.982767,0.982415,0.972056,1.888123,0.017976,0.023914
543,0.983159,0.982769,0.982413,0.972066,1.888054,0.017985,0.023894
544,0.983161,0.982771,0.982411,0.97208,1.887985,0.017994,0.023871
545,0.983163,0.982773,0.982409,0.97209,1.887915,0.018003,0.023852
546,0.983165,0.982775,0.982407,0.972109,1.887846,0.018008,0.023828
547,0.983166,0.982777,0.982406,0.972124,1.887777,0.018012,0.023809
548,0.983168,0.982779,0.982404,0.972143,1.887708,0.018016,0.023785
549,0.98317,0.982781,0.982402,0.972162,1.887639,0.01802,0.023761
550,0.983172,0.982782,0.9824,0.972177,1.887569,0.018029,0.023737
551,0.983174,0.982784,0.982398,0.972196,1.8875,0.018033,0.023714
552,0.983176,0.982786,0.982396,0.972215,1.887431,0.018038,0.02369
553,0.983178,0.982788,0.982394,0.972234,1.887362,0.018042,0.023666
554,0.98318,0.98279,0.982392,0.972253,1.887292,0.018046,0.023643
555,0.983182,0.982792,0.98239,0.972268,1.887223,0.018055,0.023619
556,0.983183,0.982794,0.982389,0.972287,1.887154,0.018059,0.023595
557,0.983185,0.982796,0.982387,0.972306,1.887085,0.018064,0.023572
558,0.983187,0.982798,0.982385,0.972325,1.887015,0.018068,0.023548
559,0.983189,0.982799,0.982383,0.972344,1.886946,0.018072,0.023525
560,0.983191,0.982801,0.982381,0.972358,1.886877,0.018081,0.023501
561,0.983193,0.982803,0.982379,0.972372,1.886808,0.01809,0.023478
562,0.983195,0.982805,0.982377,0.972386,1.886738,0.018099,0.023454
563,0.983197,0.982807,0.982375,0.972405,1.886669,0.018103,0.023431
564,0.983198,0.982809,0.982373,0.972424,1.8866,0.018108,0.023407
565,0.9832,0.982811,0.982372,0.972438,1.886531,0.018112,0.023389
566,0.983202,0.982813,0.98237,0.972457,1.886461,0.018116,0.023366
567,0.983204,0.982814,0.982368,0.972476,1.886392,0.01812,0.023342
568,0.983206,0.982816,0.982366,0.972495,1.886323,0.018124,0.023319
569,0.983208,0.982818,0.982364,0.972508,1.886254,0.018129,0.0233
570,0.98321,0.98282,0.982362,0.972527,1.886185,0.018133,0.023277
571,0.983212,0.982822,0.98236,0.972541,1.886115,0.018137,0.023259
572,0.983213,0.982824,0.982358,0.97256,1.886046,0.018141,0.023236
573,0.983215,0.982826,0.982357,0.972573,1.885977,0.018145,0.023217
574,0.983217,0.982827,0.982355,0.972577,1.885915,0.018159,0.023199
575,0.983218,0.982829,0.982354,0.972586,1.885854,0.018174,0.023176
576,0.98322,0.98283,0.982352,0.9726,1.885792,0.018183,0.023152
577,0.983221,0.982832,0.982351,0.972609,1.885731,0.018197,0.023129
578,0.983223,0.982833,0.982349,0.972618,1.885669,0.018211,0.023106
579,0.983224,0.982835,0.982348,0.972627,1.885608,0.018225,0.023083
580,0.983226,0.982836,0.982346,0.972636,1.885546,0.018239,0.023059
581,0.983227,0.982838,0.982345,0.97265,1.885485,0.018248,0.023036
582,0.983229,0.982839,0.982343,0.972654,1.885423,0.018262,0.023018
583,0.98323,0.982841,0.982342,0.972663,1.885362,0.018276,0.022995
584,0.983232,0.982842,0.98234,0.972671,1.8853,0.01829,0.022972
585,0.983233,0.982844,0.982339,0.97268,1.885239,0.018304,0.022949
586,0.983235,0.982845,0.982337,0.972689,1.885177,0.018318,0.022925
587,0.983236,0.982846,0.982336,0.972698,1.885116,0.018333,0.022902
588,0.983238,0.982848,0.982334,0.972706,1.885054,0.018347,0.022879
589,0.983239,0.982849,0.982333,0.97271,1.884993,0.018365,0.022856
590,0.98324,0.982851,0.982331,0.972714,1.884931,0.018384,0.022833
591,0.983242,0.982852,0.98233,0.972718,1.88487,0.018403,0.02281
592,0.983243,0.982854,0.982329,0.972722,1.884808,0.018422,0.022787
593,0.983245,0.982855,0.982327,0.972726,1.884747,0.018441,0.022765
594,0.983246,0.982857,0.982326,0.972729,1.884685,0.01846,0.022742
595,0.983248,0.982858,0.982324,0.972733,1.884624,0.018479,0.022719
596,0.983249,0.982859,0.982323,0.972742,1.884562,0.018493,0.022696
597,0.983251,0.982861,0.982321,0.972745,1.884501,0.018512,0.022673
598,0.983252,0.982862,0.98232,0.972754,1.884439,0.018526,0.02265
599,0.983253,0.982864,0.982319,0.972753,1.884377,0.01855,0.022627
600,0.983255,0.982865,0.982317,0.972756,1.884316,0.018568,0.022605
601,0.983256,0.982867,0.982316,0.97276,1.884254,0.018587,0.022582
602,0.983258,0.982868,0.982314,0.972764,1.884193,0.018606,0.022559
603,0.983259,0.982869,0.982313,0.972767,1.884131,0.018625,0.022537
604,0.98326,0.982871,0.982311,0.972771,1.88407,0.018644,0.022514
605,0.983262,0.982872,0.98231,0.972774,1.884008,0.018663,0.022491
606,0.983263,0.982874,0.982309,0.972778,1.883947,0.018682,0.022469
607,0.983265,0.982875,0.982307,0.972786,1.883885,0.018696,0.022446
608,0.983266,0.982877,0.982306,0.972799,1.883824,0.018705,0.022423
609,0.983268,0.982878,0.982304,0.972812,1.883762,0.018714,0.022401
610,0.983269,0.982879,0.982303,0.97282,1.883701,0.018728,0.022378
611,0.98327,0.982881,0.982302,0.972834,1.883639,0.018738,0.022356
612,0.983272,0.982882,0.9823,0.972847,1.883578,0.018747,0.022333
613,0.983273,0.982884,0.982299,0.97286,1.883516,0.018756,0.022311
614,0.983275,0.982885,0.982297,0.972868,1.883455,0.01877,0.022288
615,0.983276,0.982886,0.982296,0.972876,1.883393,0.018784,0.022266
616,0.983277,0.982888,0.982295,0.972889,1.883332,0.018793,0.022244
617,0.983279,0.982889,0.982293,0.972897,1.88327,0.018807,0.022221
618,0.98328,0.98289,0.982292,0.97291,1.883216,0.018816,0.022199
619,0.983281,0.982891,0.982291,0.972923,1.883163,0.018826,0.022176
620,0.983282,0.982892,0.98229,0.972936,1.883109,0.018835,0.022154
621,0.983283,0.982893,0.982289,0.972949,1.883055,0.018844,0.022132
622,0.983284,0.982894,0.982288,0.972967,1.883001,0.018849,0.022109
623,0.983285,0.982895,0.982287,0.972984,1.882947,0.018853,0.022087
624,0.983286,0.982896,0.982286,0.973002,1.882894,0.018858,0.022064
625,0.983287,0.982897,0.982285,0.97302,1.88284,0.018862,0.022042
626,0.983288,0.982898,0.982284,0.973032,1.882786,0.018867,0.022025
627,0.983289,0.982899,0.982283,0.973045,1.882732,0.018871,0.022008
628,0.98329,0.9829,0.982282,0.973058,1.882678,0.018876,0.02199
629,0.983291,0.982901,0.982281,0.973075,1.882625,0.018881,0.021968
630,0.983292,0.982902,0.98228,0.973093,1.882571,0.018885,0.021946
631,0.983293,0.982903,0.982279,0.973105,1.882517,0.018894,0.021924
632,0.983294,0.982904,0.982278,0.973113,1.882463,0.018904,0.021906
633,0.983295,0.982905,0.982277,0.973131,1.882409,0.018908,0.021884
634,0.983295,0.982906,0.982276,0.973148,1.882356,0.018913,0.021862
635,0.983296,0.982907,0.982275,0.973166,1.882302,0.018917,0.02184
636,0.983297,0.982908,0.982274,0.973168,1.882248,0.018931,0.021823
637,0.983298,0.982909,0.982273,0.973166,1.882194,0.01895,0.021806
638,0.983299,0.98291,0.982272,0.973169,1.88214,0.018964,0.021789
639,0.9833,0.982911,0.982271,0.973176,1.882087,0.018974,0.021772
640,0.983301,0.982912,0.98227,0.973184,1.882033,0.018983,0.021755
641,0.983302,0.982913,0.98227,0.973192,1.881979,0.018993,0.021738
642,0.983303,0.982914,0.982269,0.973199,1.881925,0.019002,0.021721
643,0.983304,0.982915,0.982268,0.973206,1.881872,0.019011,0.021704
644,0.983305,0.982916,0.982267,0.973214,1.881818,0.019021,0.021687
645,0.983306,0.982917,0.982266,0.973221,1.881764,0.01903,0.02167
646,0.983307,0.982918,0.982265,0.973234,1.88171,0.019034,0.021653
647,0.983308,0.982919,0.982264,0.973241,1.881656,0.019044,0.021636
648,0.983309,0.98292,0.982263,0.973248,1.881603,0.019053,0.021619
649,0.98331,0.982921,0.982262,0.973256,1.881549,0.019067,0.021597
650,0.983311,0.982922,0.982261,0.973263,1.881495,0.019081,0.021575
651,0.983312,0.982923,0.98226,0.973281,1.881441,0.019086,0.021553
652,0.983313,0.982924,0.982259,0.973298,1.881387,0.019091,0.021532
653,0.983314,0.982925,0.982258,0.973305,1.881334,0.0191,0.021515
654,0.983315,0.982926,0.982257,0.973312,1.88128,0.019109,0.021498
655,0.983316,0.982927,0.982256,0.97332,1.881226,0.019119,0.021481
656,0.983317,0.982928,0.982255,0.973327,1.881172,0.019128,0.021464
657,0.983318,0.982929,0.982254,0.973334,1.881118,0.019137,0.021448
658,0.983319,0.982929,0.982253,0.973341,1.881065,0.019147,0.021431
659,0.98332,0.98293,0.982252,0.973348,1.881011,0.019156,0.021414
660,0.983321,0.982931,0.982251,0.973356,1.880957,0.019165,0.021398
661,0.983322,0.982932,0.98225,0.973367,1.880903,0.01917,0.021381
662,0.983323,0.982933,0.982249,0.97338,1.880849,0.019179,0.021359
663,0.983324,0.982934,0.982248,0.973387,1.880796,0.019189,0.021343
664,0.983325,0.982935,0.982247,0.973394,1.880742,0.019198,0.021326
665,0.983326,0.982936,0.982246,0.973406,1.880688,0.019203,0.021309
666,0.983327,0.982937,0.982245,0.973418,1.880634,0.019207,0.021293
667,0.983328,0.982938,0.982244,0.973425,1.88058,0.019216,0.021276
668,0.983329,0.982939,0.982243,0.973437,1.880527,0.019221,0.02126
669,0.98333,0.98294,0.982242,0.973448,1.880473,0.019225,0.021243
670,0.983331,0.982941,0.982241,0.973451,1.880419,0.019244,0.021222
